season,episode,baker,technical,result,baker_age,baker_occupation,hometown,signature_bake,show_stopper
1,1,Annetha,2,IN,30,Midwife,Essex,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream"
1,1,David,3,IN,31,Entrepreneur,Milton Keynes,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs"
1,1,Edd,1,IN,24,Debt collector for Yorkshire Bank,Bradford,Caramel Cinnamon and Banana Cake,NA
1,1,Jasminder,NA,IN,45,Assistant Credit Control Manager,Birmingham,Fresh Mango and Passion Fruit Hummingbird Cake,NA
1,1,Jonathan,9,IN,25,Research Analyst,St Albans,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry
1,1,Louise,NA,IN,44,Police Officer,Manchester,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border"
1,1,Miranda,8,IN,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex","Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations
1,1,Ruth,NA,IN,31,Retail manager/Housewife,"Poynton, Cheshire",Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles
1,1,Lea,10,OUT,51,Retired,"Midlothian, Scotland",Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit
1,1,Mark,NA,OUT,48,Bus Driver,South Wales,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.
1,2,David,8,IN,31,Entrepreneur,Milton Keynes,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles
1,2,Edd,6,IN,24,Debt collector for Yorkshire Bank,Bradford,Oatmeal Raisin Cookie,Pink Macarons
1,2,Jasminder,2,IN,45,Assistant Credit Control Manager,Birmingham,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs
1,2,Jonathan,1,IN,25,Research Analyst,St Albans,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream
1,2,Miranda,3,IN,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons
1,2,Ruth,5,IN,31,Retail manager/Housewife,"Poynton, Cheshire",Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs
1,2,Annetha,7,OUT,30,Midwife,Essex,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs
1,2,Louise,4,OUT,44,Police Officer,Manchester,Stained Glass Window Shortbread,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons"
1,2,Lea,NA,NA,51,Retired,"Midlothian, Scotland",NA,NA
1,2,Mark,NA,NA,48,Bus Driver,South Wales,NA,NA
1,3,David,4,IN,31,Entrepreneur,Milton Keynes,Chilli Bread,"Walnut and Seed Roll
Red Berry and Almond Bun"
1,3,Edd,1,IN,24,Debt collector for Yorkshire Bank,Bradford,Olive Bread,Tomato and Mozzarella
1,3,Jasminder,5,IN,45,Assistant Credit Control Manager,Birmingham,Focaccia,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots"
1,3,Miranda,3,IN,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Walnut and Apricot Bread,"Lemon Iced Buns
Chocolate and Orange Buns"
1,3,Ruth,2,IN,31,Retail manager/Housewife,"Poynton, Cheshire",Maple and Pecan Bread,"Chocolate and Orange Panettone
Cranberry Bagels"
1,3,Jonathan,6,OUT,25,Research Analyst,St Albans,"Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun"
1,3,Annetha,NA,NA,30,Midwife,Essex,NA,NA
1,3,Lea,NA,NA,51,Retired,"Midlothian, Scotland",NA,NA
1,3,Louise,NA,NA,44,Police Officer,Manchester,NA,NA
1,3,Mark,NA,NA,48,Bus Driver,South Wales,NA,NA
1,4,Edd,3,IN,24,Debt collector for Yorkshire Bank,Bradford,Apple and Plum Pudding,"Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer"
1,4,Jasminder,2,IN,45,Assistant Credit Control Manager,Birmingham,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble"
1,4,Miranda,1,IN,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Sticky Toffee Pudding,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble"
1,4,Ruth,4,IN,31,Retail manager/Housewife,"Poynton, Cheshire",Peach and Blueberry Boy Bait,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings"
1,4,David,5,OUT,31,Entrepreneur,Milton Keynes,Pear and Walnut Pudding,"Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear"
1,4,Annetha,NA,NA,30,Midwife,Essex,NA,NA
1,4,Jonathan,NA,NA,25,Research Analyst,St Albans,NA,NA
1,4,Lea,NA,NA,51,Retired,"Midlothian, Scotland",NA,NA
1,4,Louise,NA,NA,44,Police Officer,Manchester,NA,NA
1,4,Mark,NA,NA,48,Bus Driver,South Wales,NA,NA
1,5,Edd,2,IN,24,Debt collector for Yorkshire Bank,Bradford,"Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés"
1,5,Miranda,1,IN,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex","Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés"
1,5,Ruth,3,IN,31,Retail manager/Housewife,"Poynton, Cheshire",Minced Beef Pie,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés"
1,5,Jasminder,4,OUT,45,Assistant Credit Control Manager,Birmingham,Chicken and Mushroom Pie,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés"
1,5,Annetha,NA,NA,30,Midwife,Essex,NA,NA
1,5,David,NA,NA,31,Entrepreneur,Milton Keynes,NA,NA
1,5,Jonathan,NA,NA,25,Research Analyst,St Albans,NA,NA
1,5,Lea,NA,NA,51,Retired,"Midlothian, Scotland",NA,NA
1,5,Louise,NA,NA,44,Police Officer,Manchester,NA,NA
1,5,Mark,NA,NA,48,Bus Driver,South Wales,NA,NA
1,6,Miranda,NA,Runner-up,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Lemon Cupcake,Eliminated after signature
1,6,Ruth,NA,Runner-up,31,Retail manager/Housewife,"Poynton, Cheshire","Mint, Ginger and Blackberry Cake",NA
1,6,Edd,NA,WINNER,24,Debt collector for Yorkshire Bank,Bradford,Cinnamon and Banana Cake,NA
1,6,Annetha,NA,NA,30,Midwife,Essex,NA,NA
1,6,David,NA,NA,31,Entrepreneur,Milton Keynes,NA,NA
1,6,Jasminder,NA,NA,45,Assistant Credit Control Manager,Birmingham,NA,NA
1,6,Jonathan,NA,NA,25,Research Analyst,St Albans,NA,NA
1,6,Lea,NA,NA,51,Retired,"Midlothian, Scotland",NA,NA
1,6,Louise,NA,NA,44,Police Officer,Manchester,NA,NA
1,6,Mark,NA,NA,48,Bus Driver,South Wales,NA,NA
2,1,Ben,2,IN,31,Graphic Designer,Northampton,Rhubarb and Custard CupcakesAfter Dinner Cupcakes,Vanilla Sponge with White Chocolate and Raspberry Buttercream
2,1,Ian,10,IN,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",Apple and Cinnamon Cupcakes,UNKNOWN
2,1,Janet,8,IN,63,Teacher of Modern Languages,"Formby, Liverpool",Raspberry and Cream Cupcakes,Chocolate Marble Cakewith Dark and White Chocolate Truffles
2,1,Jason,6,IN,19,Civil Engineering Student,Croydon,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,UNKNOWN
2,1,Jo,11,IN,41,Housewife,"Ongar, Essex",Chocolate Orange CupcakesOrange and Cardamom Cupcakes,Chocolate and Strawberry Cake
2,1,Mary-Anne,4,IN,45,Housewife,"Kidderminster, Worcestershire",Banoffee Cupcakes,Chocolate and Raspberry Opera cake
2,1,Robert,3,IN,25,Photographer,London,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,Genoise Layered Mousse Cakewith Chocolate Ganache
2,1,Simon,9,IN,31,Rugby Coach,Norfolk,Guinness and Chocolate Cupcakes,Two-Tiered Chocolate Courgette Cake
2,1,Urvashi,7,IN,40,Head of Marketing,"Enfield, London",Cherry Blossom CupcakesJapanese Lime Cupcakes,UNKNOWN
2,1,Yasmin,5,IN,43,Childminder,"West Kirby, The Wirral",Cardamom and Pomegranate Cupcakes,UNKNOWN
2,1,Keith,12,OUT,31,House husband,"Arlesey, Bedfordshire",Earl Grey Cupcakes,Chocolate and Sour Cream Cake
2,1,Holly,1,STAR BAKER,31,Advertising executive,Leicester,Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle,UNKNOWN
2,2,Ben,1,IN,31,Graphic Designer,Northampton,"Chorizo, Pepper and Gruyere Quiche",Lemon Meringue Tarts
2,2,Holly,4,IN,31,Advertising executive,Leicester,Pesto Quiche,Milk Chocolate and Pistachio TartsTrifle Tarts
2,2,Ian,2,IN,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire","Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",UNKNOWN
2,2,Janet,8,IN,63,Teacher of Modern Languages,"Formby, Liverpool",Quiche Printanière,Red Fruit TartsChocolate and Cherry Tarts
2,2,Jo,10,IN,41,Housewife,"Ongar, Essex","Caramelised Onion, Gruyere and Thyme Quiche",Raspberry and Mascarpone Tarts with Lemon and Almond PastryHoney and Almond Tarts with Sweetcrust
2,2,Mary-Anne,9,IN,45,Housewife,"Kidderminster, Worcestershire","Roasted Cauliflower, Cheese andCaramelised Onion Quiche",Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts
2,2,Robert,5,IN,25,Photographer,London,Smoked Bacon and Kale Quiche,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart"
2,2,Urvashi,7,IN,40,Head of Marketing,"Enfield, London","Crab, Coriander and Coconut Quiche",Strawberry and Basil TartsElderflower and Honeycomb Tarts
2,2,Yasmin,6,IN,43,Childminder,"West Kirby, The Wirral",Smoked Haddock and Watercress Quiche,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts
2,2,Simon,11,OUT,31,Rugby Coach,Norfolk,Smoked Haddock and Watercress Quiche,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts"
2,2,Jason,3,STAR BAKER,19,Civil Engineering Student,Croydon,Salmon and Pak Choi Quiche,Mint Chocolate Tarts Blueberry Bakewell Tarts
2,2,Keith,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA,NA
2,3,Ben,3,IN,31,Graphic Designer,Northampton,"Walnut, Raisin and Rosemary Loaf",UNKNOWN
2,3,Holly,6,IN,31,Advertising executive,Leicester,Picnic Loaf,Stilton and Walnut Rolls
2,3,Janet,8,IN,63,Teacher of Modern Languages,"Formby, Liverpool",Zupfe Loaf with Gruyère Cheese,Apple and Walnut Granary Rolls Red Onion Cottage Rolls
2,3,Jason,7,IN,19,Civil Engineering Student,Croydon,Cheese and Onion Tear and Share Loaf,UNKNOWN
2,3,Jo,1,IN,41,Housewife,"Ongar, Essex","Stromboli flavored with Mozzarella, Ham, and Picante Pepper",Unknown
2,3,Mary-Anne,5,IN,45,Housewife,"Kidderminster, Worcestershire",Ploughman's Loaf,Herb and Walnut BreadsChocolate and Chilli Buns
2,3,Robert,4,IN,25,Photographer,London,Rye and Coriander Seed Loaf,Blueberry Brioche RollsLemon and Poppy Seed Rolls
2,3,Ian,10,OUT,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire","Courgette, Caerphilly Cheese and Thyme Loaf",Walnut and Raisin RollsCracked Wheat Logs
2,3,Urvashi,9,OUT,40,Head of Marketing,"Enfield, London",Salt and Peppercorn Loaf,Chilli and Halloumi RollsLemon and Coriander Mini Loaves
2,3,Yasmin,2,STAR BAKER,43,Childminder,"West Kirby, The Wirral",Egyptian Dukkah Loaf with Mixed Spices,"Pesto Bread
Sweet Coconut Rolls"
2,3,Keith,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA,NA
2,3,Simon,NA,NA,31,Rugby Coach,Norfolk,NA,NA
2,4,Janet,4,IN,63,Teacher of Modern Languages,"Formby, Liverpool",Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons"
2,4,Jo,8,IN,41,Housewife,"Ongar, Essex",Lavender Biscuits,Blueberry MacaronsCoconut MacaronsStrawberry Macarons
2,4,Mary-Anne,2,IN,45,Housewife,"Kidderminster, Worcestershire",Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons
2,4,Robert,7,IN,25,Photographer,London,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons
2,4,Yasmin,6,IN,43,Childminder,"West Kirby, The Wirral",Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons
2,4,Ben,5,OUT,31,Graphic Designer,Northampton,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons
2,4,Holly,3,STAR BAKER,31,Advertising executive,Leicester,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)"
2,4,Jason,1,STAR BAKER,19,Civil Engineering Student,Croydon,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)"
2,4,Ian,NA,NA,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",NA,NA
2,4,Keith,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA,NA
2,4,Simon,NA,NA,31,Rugby Coach,Norfolk,NA,NA
2,4,Urvashi,NA,NA,40,Head of Marketing,"Enfield, London",NA,NA
2,5,Holly,4,IN,31,Advertising executive,Leicester,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie
2,5,Jo,6,IN,41,Housewife,"Ongar, Essex",Salmon and Asparagus Pie,Apple and Raspberry Meringue Pie
2,5,Mary-Anne,2,IN,45,Housewife,"Kidderminster, Worcestershire",Chicken and Bacon Pie,Midnight Meringue
2,5,Yasmin,5,IN,43,Childminder,"West Kirby, The Wirral",Family Fish Pie,Peach and Raspberry Meringue Pie
2,5,Jason,7,OUT,19,Civil Engineering Student,Croydon,Brown Down Chicken Pie,Plum Meringue Pie
2,5,Robert,3,OUT,25,Photographer,London,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie
2,5,Janet,1,STAR BAKER,63,Teacher of Modern Languages,"Formby, Liverpool",Chicken and Chestnut Pie,Rhubarb Meringue Pie
2,5,Ben,NA,NA,31,Graphic Designer,Northampton,NA,NA
2,5,Ian,NA,NA,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",NA,NA
2,5,Keith,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA,NA
2,5,Simon,NA,NA,31,Rugby Coach,Norfolk,NA,NA
2,5,Urvashi,NA,NA,40,Head of Marketing,"Enfield, London",NA,NA
2,6,Holly,3,IN,31,Advertising executive,Leicester,Father Christmas' Baked Cheesecake,Hansel and Gretel's Croquembouche
2,6,Janet,5,IN,63,Teacher of Modern Languages,"Formby, Liverpool",Rhubarb and Ginger Baked Cheesecake,Orange and Nougatine Croquembouche
2,6,Mary-Anne,4,IN,45,Housewife,"Kidderminster, Worcestershire",Tutti Fruitti Curd Baked Cheesecake,Orange and Praline Croquembouche with Cardamom Caramel
2,6,Yasmin,2,OUT,43,Childminder,"West Kirby, The Wirral",Baked Amaretto Cheesecake,Rose Croquembouche
2,6,Jo,1,STAR BAKER,41,Housewife,"Ongar, Essex",Rum and Raisin Baked Cheesecake,Limoncello and White Chocolate Croquembouche
2,6,Ben,NA,NA,31,Graphic Designer,Northampton,NA,NA
2,6,Ian,NA,NA,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",NA,NA
2,6,Jason,NA,NA,19,Civil Engineering Student,Croydon,NA,NA
2,6,Keith,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA,NA
2,6,Robert,NA,NA,25,Photographer,London,NA,NA
2,6,Simon,NA,NA,31,Rugby Coach,Norfolk,NA,NA
2,6,Urvashi,NA,NA,40,Head of Marketing,"Enfield, London",NA,NA
2,7,Holly,1,IN,31,Advertising executive,Leicester,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits"
2,7,Jo,3,IN,41,Housewife,"Ongar, Essex",Raspberry & Strawberry Mousse Cake,Pain Aux RaisinChocolate TwistsBanana and Raisin Pastries
2,7,Mary-Anne,2,IN,45,Housewife,"Kidderminster, Worcestershire",Chocolate and Orange Mousse Cake,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes
2,7,Janet,4,OUT,63,Teacher of Modern Languages,"Formby, Liverpool",Chocolate Amaretto Mousse Cake,Pain Aux RaisinPlain CroissantPain Au Chocolat
2,7,Ben,NA,NA,31,Graphic Designer,Northampton,NA,NA
2,7,Ian,NA,NA,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",NA,NA
2,7,Jason,NA,NA,19,Civil Engineering Student,Croydon,NA,NA
2,7,Keith,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA,NA
2,7,Robert,NA,NA,25,Photographer,London,NA,NA
2,7,Simon,NA,NA,31,Rugby Coach,Norfolk,NA,NA
2,7,Urvashi,NA,NA,40,Head of Marketing,"Enfield, London",NA,NA
2,7,Yasmin,NA,NA,43,Childminder,"West Kirby, The Wirral",NA,NA
2,8,Holly,2,Runner-up,31,Advertising executive,Leicester,Banoffee Inspired Mille Feuille,Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich
2,8,Mary-Anne,3,Runner-up,45,Housewife,"Kidderminster, Worcestershire",Lemon and Ginger Mille Feuille,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub
2,8,Jo,1,WINNER,41,Housewife,"Ongar, Essex",Raspberry and Blueberry Mille Feuille,"Mini Victoria SandwichesRaspberry, White Chocolate and Pistachio Mini MeringuesMini Banoffee Pie with Banana Mousse"
2,8,Ben,NA,NA,31,Graphic Designer,Northampton,NA,NA
2,8,Ian,NA,NA,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",NA,NA
2,8,Janet,NA,NA,63,Teacher of Modern Languages,"Formby, Liverpool",NA,NA
2,8,Jason,NA,NA,19,Civil Engineering Student,Croydon,NA,NA
2,8,Keith,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA,NA
2,8,Robert,NA,NA,25,Photographer,London,NA,NA
2,8,Simon,NA,NA,31,Rugby Coach,Norfolk,NA,NA
2,8,Urvashi,NA,NA,40,Head of Marketing,"Enfield, London",NA,NA
2,8,Yasmin,NA,NA,43,Childminder,"West Kirby, The Wirral",NA,NA
3,1,Brendan,10,IN,63,Recruitment consultant,Sutton Coldfield,"Plum, Sour Cherry & Walnut",UNKNOWN
3,1,Cathryn,5,IN,27,Shop assistant,"Pease Pottage, West Sussex","Apple, Hazelnut and Calvados",Hidden Cupcake Cake
3,1,Danny,7,IN,45,Intensive care consultant,Sheffield,"Plum, Ginger & Orange",UNKNOWN
3,1,James,2,IN,21,Medical student,"Hillswick, Shetland Islands","Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake"
3,1,John,11,IN,22,Law student,Wigan,"Toffee Apple, Orange & Cranberry",Hidden Pink Hearts Cake
3,1,Manisha,6,IN,27,Nursery nurse,Leicester,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart
3,1,Peter,3,IN,43,Sales manager,"Windsor, Berkshire","Pear, Muscat & Chocolate",Jubilee Cake
3,1,Ryan,8,IN,38,Photographer,Bristol,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake
3,1,Sarah-Jane,1,IN,28,Vicar's wife,"Bewbush, West Sussex","Pear, Chocolate and Hazelnut",Hidden Crown Cake
3,1,Stuart,9,IN,26,PE teacher,"Lichfield, Staffordshire",Tomato and Ginger,Lemon and Pistachio Union Flag Cake
3,1,Natasha,12,OUT,36,Midwife,"Tamworth, Staffordshire",Pineapple & Passion Fruit,Mother's Day Layered Rose Cake
3,1,Victoria,4,STAR BAKER,50,CEO of the charity Plantlife,Somerset,Pear and Pecan,Blackbird Pie Cake
3,2,Brendan,4,IN,63,Recruitment consultant,Sutton Coldfield,Middle Eastern Taboon BreadIndian Rotis,"Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels"
3,2,Cathryn,8,IN,27,Shop assistant,"Pease Pottage, West Sussex","Spiced Mango NaanLime, Coriander and Chilli Tortillas","Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels"
3,2,Danny,3,IN,45,Intensive care consultant,Sheffield,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,UNKNOWN
3,2,James,2,IN,21,Medical student,"Hillswick, Shetland Islands","Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels"
3,2,Manisha,6,IN,27,Nursery nurse,Leicester,Indian FlatbreadsItalian Flatbreads,UNKNOWN
3,2,Ryan,5,IN,38,Photographer,Bristol,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels"
3,2,Sarah-Jane,10,IN,28,Vicar's wife,"Bewbush, West Sussex",Toasted Coconut and Lime RotisOatcakes,UNKNOWN
3,2,Stuart,9,IN,26,PE teacher,"Lichfield, Staffordshire",Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels"
3,2,Victoria,7,IN,50,CEO of the charity Plantlife,Somerset,Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels"
3,2,Peter,11,OUT,43,Sales manager,"Windsor, Berkshire",Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels"
3,2,John,1,STAR BAKER,22,Law student,Wigan,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels"
3,2,Natasha,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA
3,3,Brendan,9,IN,63,Recruitment consultant,Sutton Coldfield,Apple and Ginger Tarte Tatin,"Blackberry, Nectarine and Dragon Fruit Tart"
3,3,Cathryn,3,IN,27,Shop assistant,"Pease Pottage, West Sussex","Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart"
3,3,Danny,2,IN,45,Intensive care consultant,Sheffield,Savoury Pear and Roquefort Tarte Tatin,"Pineapple, Coconut and Frangipane Tart"
3,3,John,6,IN,22,Law student,Wigan,Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart"
3,3,Manisha,10,IN,27,Nursery nurse,Leicester,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart
3,3,Ryan,5,IN,38,Photographer,Bristol,Spiced Pear Tarte Tatin,UNKNOWN
3,3,Sarah-Jane,8,IN,28,Vicar's wife,"Bewbush, West Sussex",Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam
3,3,Stuart,7,IN,26,PE teacher,"Lichfield, Staffordshire",Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart
3,3,Victoria,4,OUT,50,CEO of the charity Plantlife,Somerset,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust
3,3,James,1,STAR BAKER,21,Medical student,"Hillswick, Shetland Islands",Apple and Lavender Tarte Tatin,"Rose, Lychee and Raspberry Fruit Tart"
3,3,Natasha,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA
3,3,Peter,NA,NA,43,Sales manager,"Windsor, Berkshire",NA,NA
3,4,Cathryn,3,IN,27,Shop assistant,"Pease Pottage, West Sussex","White Chocolate, Macadamia and Coffee Torte","Gooseberry, Almond and Honey Meringue"
3,4,Danny,2,IN,45,Intensive care consultant,Sheffield,"Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise"
3,4,James,5,IN,21,Medical student,"Hillswick, Shetland Islands","Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue"
3,4,John,6,IN,22,Law student,Wigan,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova
3,4,Manisha,9,IN,27,Nursery nurse,Leicester,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert
3,4,Ryan,7,IN,38,Photographer,Bristol,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue"
3,4,Sarah-Jane,4,IN,28,Vicar's wife,"Bewbush, West Sussex",Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue
3,4,Stuart,8,OUT,26,PE teacher,"Lichfield, Staffordshire",Black Forest Torte,Choca Blocka Mocha Meringue
3,4,Brendan,1,STAR BAKER,63,Recruitment consultant,Sutton Coldfield,Clementine and Chestnut Torte,"Pear, Chocolate and Hazelnut Dacquoise"
3,4,Natasha,NA,NA,36,Midwife,"Tamworth, Staffordshire",NA,NA
3,4,Peter,NA,NA,43,Sales manager,"Windsor, Berkshire",NA,NA
3,4,Victoria,NA,NA,50,CEO of the charity Plantlife,Somerset,NA,NA
3,5,Brendan,3,IN,63,Recruitment consultant,Sutton Coldfield,Salmon Coulibiac in a Scandinavian Pastry,All American Chiffon Pie
3,5,Cathryn,1,IN,27,Shop assistant,"Pease Pottage, West Sussex",Full English Wellington,Chocolate and Peanut Butter Pumpkin Pie
3,5,Danny,7,IN,45,Intensive care consultant,Sheffield,"Chickpea, Spinach & Mushroom Wellington",Trick or Treat Pumpkin Pie
3,5,James,6,IN,21,Medical student,"Hillswick, Shetland Islands",Four Pig Wellington,Sweet Potato Pie
3,5,John,2,IN,22,Law student,Wigan,Venison and Haggis Wellington,Star-Spangled Pecan Pie
3,5,Sarah-Jane,4,IN,28,Vicar's wife,"Bewbush, West Sussex",Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie
